00:02:18,,Windows NT ,Netscape 6.0,p144092-ipngn2601kokuryo.gunma.ocn.ne.jp [ 153.137.206.92 ],,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:27,http://www.google.co.jp/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0ahUKEwij3ufLxKLSAhVBvpQKHTs0A5MQFggaMAA&url=http://www.ozzys.jp/&usg=AFQjCNH5sskGdU0_3Oa6K5TYl02EKgshHg&sig2=cwqbSEV113K08LNjHBQmFQ&bvm=bv.147448319，d.dGo,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:27,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:27,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:27,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:27,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:28,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:28,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:28,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:28,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:28,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:28,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:29,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:29,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:29,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:29,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:29,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:29,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:29,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:30,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:30,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:30,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:30,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:30,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:30,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:31,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:31,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:31,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:31,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:31,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:32,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:32,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:32,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:32,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:32,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:32,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:33,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:33,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:33,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:33,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:33,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:34,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:34,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:34,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:35,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:35,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:35,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:35,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:35,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:36,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:36,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:36,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:36,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:37,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:37,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:37,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:37,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:38,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:38,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:38,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:38,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:38,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:39,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:39,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:39,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:39,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:40,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:40,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:40,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:40,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:41,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:41,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:41,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:41,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:46,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:46,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:46,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:46,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:47,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:47,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:47,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:47,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:48,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:48,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:48,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:48,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:49,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:49,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:49,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:50,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:50,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:50,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:50,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:51,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:51,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:51,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:52,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:19:52,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:05,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:06,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:06,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:06,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:07,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:07,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:07,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:08,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:08,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:08,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:09,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:09,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:09,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:10,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:10,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:10,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:11,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:11,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:11,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:12,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:12,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:12,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:41,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:41,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:42,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:42,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:43,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:43,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:43,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:44,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:44,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:44,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:20:45,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:22:32,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:22:32,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:22:32,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
