00:00:22,,Windows NT ,Netscape 6.0,KD036008157064.ppp-bb.dion.ne.jp [ 36.8.157.64 ],,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MAFSJS; rv:11.0) like Gecko,,,
15:01:02,http://www.ozzys.jp/,Windows NT ,Netscape 6.0,i121-115-101-138.s05.a010.ap.plala.or.jp [ 121.115.101.138 ],,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,,,
15:02:50,http://www.ozzys.jp/goods/n87897/g87895/,Windows NT ,Netscape 6.0,i121-115-101-138.s05.a010.ap.plala.or.jp [ 121.115.101.138 ],,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,,,
15:03:22,,Linux,Mozilla 5.0,sp49-98-146-159.msd.spmode.ne.jp [ 49.98.146.159 ],,Mozilla/5.0 (Linux; Android 4.4.2; SH-01F Build/SA130) AppleWebKit/537.36 (KHTMLÅC like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36,,,
15:04:18,,Windows NT ,Netscape 6.0,p1471044-ipngn12401hodogaya.kanagawa.ocn.ne.jp [ 125.200.75.44 ],,Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393,,,
15:05:40,,Linux,Mozilla 5.0,sp49-98-10-131.msb.spmode.ne.jp [ 49.98.10.131 ],,Mozilla/5.0 (Linux; Android 6.0.1; SC-02G Build/MMB29M) AppleWebKit/537.36 (KHTMLÅC like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36,,,
15:07:20,http://192.168.1.109/endhtml/thank.htmout,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.87 Safari/537.36,,,
15:09:41,http://xn----8sbwhzjq7b3a.xn--p1ai/vozdushnye-shary/den-goroda/vozdushnye-shary-assorti,Mozilla/5.0 (compatible; MSIE4.00; Windows 2002) (etc),Netscape 6.0,ptr.5x00.com [ 193.124.131.168 ],,Mozilla/5.0 (compatible; MSIE4.00; Windows 2002),,,
15:10:17,,Windows NT ,Netscape 6.0,ntgnma041012.gnma.nt.ngn.ppp.infoweb.ne.jp [ 124.26.178.12 ],,Mozilla/5.0 (Windows NT 10.0; Trident/7.0; rv:11.0) like Gecko,,,
15:13:34,,Linux,Mozilla 5.0,KD182251253036.au-net.ne.jp [ 182.251.253.36 ],,Mozilla/5.0 (Linux; Android 6.0.1; SHV35 Build/SB250) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/54.0.2840.68 Mobile Safari/537.36,,,
15:15:00,,Linux,Mozilla 5.0,sp49-98-151-226.msd.spmode.ne.jp [ 49.98.151.226 ],,Mozilla/5.0 (Linux; Android 5.0.2; SO-03G Build/28.0.B.1.229) AppleWebKit/537.36 (KHTMLÅC like Gecko) Version/4.0 Chrome/40.0.2214.89 Mobile Safari/537.36,,,
15:15:39,,Linux,Mozilla 5.0,sp49-98-61-87.mse.spmode.ne.jp [ 49.98.61.87 ],,Mozilla/5.0 (Linux; Android 6.0.1; SO-01J Build/39.0.B.1.19) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36,,,
15:21:33,,X11,Mozilla 5.0,google-proxy-66-102-6-211.google.com [ 66.102.6.211 ],,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/49.0.2623.75 Safari/537.36 Google Favicon,,,
15:22:16,,Windows XP,MSIE 6.0,209.54.54.165 [ 209.54.54.165 ],,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),,,
15:28:58,,Windows XP,MSIE 6.0,209.54.54.165 [ 209.54.54.165 ],,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),,,
15:36:54,,Windows NT ,Netscape 6.0,p639211-ipngn3701hiraide.tochigi.ocn.ne.jp [ 180.23.220.211 ],,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MDDRJS; rv:11.0) like Gecko,,,
15:37:40,http://kidsmi.ru/lingvomarathon2016/,Mozilla/2.0 (compatible; MSIE3.00; Windows 2008) (etc),Netscape 2.0,unspecified.mtw.ru [ 194.87.234.246 ],,Mozilla/2.0 (compatible; MSIE3.00; Windows 2008),,,
15:42:34,http://44bonusa.ru/,Mozilla/8.0 (compatible; MSIE4.00; Windows 2007) (etc),Netscape 8.0,ptr.ruvds.com [ 195.133.147.6 ],,Mozilla/8.0 (compatible; MSIE4.00; Windows 2007),,,
15:44:16,,Windows NT ,Netscape 6.0,p3a57c119.gunmnt01.ap.so-net.ne.jp [ 58.87.193.25 ],,Mozilla/5.0 (Windows NT 10.0; Trident/7.0; MALC; rv:11.0) like Gecko,,,
15:47:33,,Etc (robo),Google (robo),crawl-66-249-79-151.googlebot.com [ 66.249.79.151 ],,Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,,
15:48:57,https://www.google.co.jp/,Windows NT ,Netscape 6.0,p3195-ipad202sinnagasak.nagasaki.ocn.ne.jp [ 122.31.228.195 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,,,
15:49:01,,X11,Mozilla 5.0,p3195-ipad202sinnagasak.nagasaki.ocn.ne.jp [ 122.31.228.195 ],,Mozilla/5.0 (X11; Linux x86_64; rv:10.0) Gecko/20150101 Firefox/47.0 (Chrome),,,
15:49:01,,X11,Mozilla 5.0,p3195-ipad202sinnagasak.nagasaki.ocn.ne.jp [ 122.31.228.195 ],,Mozilla/5.0 (X11; Linux x86_64; rv:10.0) Gecko/20150101 Firefox/47.0 (Chrome),,,
15:49:41,http://smartfoxclub.ru/kids-news/kids-centre-discount,Mozilla/8.0 (compatible; MSIE2.00; Windows 2003) (etc),Netscape 8.0,ptr.ruvds.com [ 195.133.145.95 ],,Mozilla/8.0 (compatible; MSIE2.00; Windows 2003),,,
15:57:15,https://www.bing.com/,Windows NT ,Netscape 6.0,softbank060116039133.bbtec.net [ 60.116.39.133 ],,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393,,,
16:01:34,,Windows NT ,Netscape 6.0,fp276f5527.tkyc610.ap.nuro.jp [ 39.111.85.39 ],,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.87 Safari/537.36,,,
16:05:37,,Windows NT ,Netscape 6.0,i121-119-66-65.s05.a011.ap.plala.or.jp [ 121.119.66.65 ],,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,,,
16:10:43,https://www.google.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_3 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A551 Safari/602.1 (etc),Netscape 6.0,KD182251246003.au-net.ne.jp [ 182.251.246.3 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_3 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A551 Safari/602.1,,,
16:19:09,,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) (etc),Mozilla 5.0,msnbot-157-55-39-61.search.msn.com [ 157.55.39.61 ],,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),,,
16:28:19,http://search.yahoo.co.jp/,Windows NT ,Netscape 6.0,p2405250-ipngn200805osakachuo.osaka.ocn.ne.jp [ 153.188.168.250 ],,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MAFSJS; rv:11.0) like Gecko,,,
16:30:19,https://search.yahoo.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Mobile/14C92 YJApp-IOS jp.co.yahoo.ipn.appli/4.6.14 (etc),Netscape 6.0,KD182250248041.au-net.ne.jp [ 182.250.248.41 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Mobile/14C92 YJApp-IOS jp.co.yahoo.ipn.appli/4.6.14,,,
16:31:04,https://www.google.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_1 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) CriOS/55.0.2883.79 Mobile/14A403 Safari/602.1 (etc),Netscape 6.0,sp49-98-147-191.msd.spmode.ne.jp [ 49.98.147.191 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_1 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) CriOS/55.0.2883.79 Mobile/14A403 Safari/602.1,,,
16:32:38,android-app://com.google.android.googlequicksearchbox,Linux,Mozilla 5.0,KD182251246004.au-net.ne.jp [ 182.251.246.4 ],,Mozilla/5.0 (Linux; Android 6.0; SOV31 Build/32.1.C.0.333) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36,,,
16:38:11,,Windows NT ,Netscape 6.0,p3063-ipbf1403souka.saitama.ocn.ne.jp [ 118.8.178.63 ],,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,,,
16:41:11,,Mozilla/5.0 (compatible; Dataprovider.com;) (etc),Mozilla 5.0,spider-14.lipperhey.com [ 158.69.225.36 ],,Mozilla/5.0 (compatible; Dataprovider.com;),,,
16:41:16,,Mozilla/5.0 (compatible; Dataprovider.com;) (etc),Mozilla 5.0,spider-14.lipperhey.com [ 158.69.225.36 ],,Mozilla/5.0 (compatible; Dataprovider.com;),,,
16:41:29,,Linux,Mozilla 5.0,spider-14.lipperhey.com [ 158.69.225.36 ],,Mozilla/5.0 (Linux; Android 5.1.1; SM-G925F Build/LMY47X) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/45.0.2454.94 Mobile Safari/537.36,,,
16:42:39,https://womenknow.ru/153-light-freeware-antivirus-for-windows.html,Mozilla/5.0 (compatible; MSIE4.00; Windows 2006) (etc),Netscape 6.0,ptr.ruvds.com [ 195.133.147.89 ],,Mozilla/5.0 (compatible; MSIE4.00; Windows 2006),,,
16:42:45,,Linux,Netscape 6.0,KD036012055245.au-net.ne.jp [ 36.12.55.245 ],,Mozilla/5.0 (Linux; U; Android 4.0.3; ja-jp; ISW13F Build/V77R60B) AppleWebKit/534.30 (KHTMLÅC like Gecko) Version/4.0 Mobile Safari/534.30,,,
16:43:36,,Linux,Netscape 6.0,sp49-98-140-82.msd.spmode.ne.jp [ 49.98.140.82 ],,Mozilla/5.0 (Linux; U; Android 4.2.2; ja-jp; SonySO-04E Build/10.3.1.B.2.48) AppleWebKit/534.30 (KHTMLÅC like Gecko) Version/4.0 Mobile Safari/534.30,,,
16:44:33,android-app://com.google.android.googlequicksearchbox,Linux,Mozilla 5.0,sp1-75-7-32.msc.spmode.ne.jp [ 1.75.7.32 ],,Mozilla/5.0 (Linux; Android 6.0.1; SO-04H Build/35.0.B.2.360) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
16:44:46,https://www.google.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,KD182250245034.au-net.ne.jp [ 182.250.245.34 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
16:45:34,,Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTMLÅC like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4 (etc),Netscape 6.0,sp1-75-236-91.msb.spmode.ne.jp [ 1.75.236.91 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTMLÅC like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4,,,
16:47:31,,Linux,Mozilla 5.0,98.net042127204.t-com.ne.jp [ 42.127.204.98 ],,Mozilla/5.0 (Linux; Android 5.0.2; SO-04G Build/23.1.B.1.317) AppleWebKit/537.36 (KHTMLÅC like Gecko) Version/4.0 Chrome/40.0.2214.89 Mobile Safari/537.36,,,
16:55:42,,Windows NT ,Netscape 6.0,68-137-126-219.flets.hi-ho.ne.jp [ 219.126.137.68 ],,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0,,,
16:58:31,,Windows NT ,Netscape 6.0,ZM000018.ppp.dion.ne.jp [ 222.8.0.18 ],,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MALNJS; rv:11.0) like Gecko,,,
17:00:30,https://search.yahoo.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A456 Safari/602.1 (etc),Netscape 6.0,KD182250243196.au-net.ne.jp [ 182.250.243.196 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A456 Safari/602.1,,,
17:01:48,,Windows XP,MSIE 6.0,209.54.54.165 [ 209.54.54.165 ],,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),,,
17:06:11,http://search.yahoo.co.jp/r/FOR=hS_2ZzJV3ii_w7IawQAQhS7_AAQfx24_nsbk97.MEOfqo4782yBEfF1CQEk0iR9AtxkypSeT1aAR9AuqAjE5RQBHrjqvARulm7y8WiwLeZtqBUJsAE43Rc4lvoktKMFPBmm7z6b13XkCHLB5Ze_m8n2.scyFJB1pJsuVD2_7CmtDIqBv7Xo7JAajkhWER5l3kIu.OSToTamekh.D/_ylt=A7YWNL_vxIFYfWsAy6Xjm_B7;_ylu=X3oDMTBtNHJhZXRnBHBvcwMxBHNlYwNzcgRzbGsDdGl0bGU-/SIG=118947nfg/EXP=1485000367/**http://www.ozzys.jp/,Linux,Netscape 6.0,sp49-98-150-234.msd.spmode.ne.jp [ 49.98.150.234 ],,Mozilla/5.0 (Linux; U; Android 4.2.2; ja-jp; F-01F Build/V19R43G) AppleWebKit/534.30 (KHTMLÅC like Gecko) Version/4.0 Mobile Safari/534.30 YJApp-ANDROID jp.co.yahoo.android.yjtop/2.2.3,,,
17:07:12,,Linux,Netscape 6.0,KD182250248202.au-net.ne.jp [ 182.250.248.202 ],,Mozilla/5.0 (Linux; U; Android 4.2.2; ja-jp; SHL22 Build/S8202) AppleWebKit/534.30 (KHTMLÅC like Gecko) Version/4.0 Mobile Safari/534.30,,,
17:08:25,https://search.yahoo.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Mobile/14C92 YJApp-IOS jp.co.yahoo.ipn.appli/4.6.14 (etc),Netscape 6.0,pw126199027068.18.panda-world.ne.jp [ 126.199.27.68 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Mobile/14C92 YJApp-IOS jp.co.yahoo.ipn.appli/4.6.14,,,
17:09:27,https://www.google.co.jp/,Windows NT ,Netscape 6.0,p617045-ipngn902hiraide.tochigi.ocn.ne.jp [ 180.58.202.45 ],,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393,,,
17:12:00,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,KD182250243051.au-net.ne.jp [ 182.250.243.51 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
17:13:56,,Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_3 like Mac OS X) AppleWebKit/601.1.46 (KHTMLÅC like Gecko) Version/9.0 Mobile/13G34 Safari/601.1 (etc),Netscape 6.0,sp1-66-99-87.msc.spmode.ne.jp [ 1.66.99.87 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_3 like Mac OS X) AppleWebKit/601.1.46 (KHTMLÅC like Gecko) Version/9.0 Mobile/13G34 Safari/601.1,,,
17:15:32,,Linux,Mozilla 5.0,sp49-98-150-49.msd.spmode.ne.jp [ 49.98.150.49 ],,Mozilla/5.0 (Linux; Android 6.0; SO-01H Build/32.1.F.1.38) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
17:23:43,,Mozilla/5.0 (compatible; MJ12bot/v1.4.7; http://mj12bot.com/) (etc),Mozilla 5.0,46.165.197.141 [ 46.165.197.141 ],,Mozilla/5.0 (compatible; MJ12bot/v1.4.7; http://mj12bot.com/),,,
17:26:50,,Mozilla/5.0 (iPhone; CPU iPhone OS 8_1 like Mac OS X) AppleWebKit/600.1.4 (KHTMLÅC like Gecko) Version/8.0 Mobile/12B411 Safari/600.1.4 (etc),Netscape 6.0,sp1-72-6-207.msc.spmode.ne.jp [ 1.72.6.207 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 8_1 like Mac OS X) AppleWebKit/600.1.4 (KHTMLÅC like Gecko) Version/8.0 Mobile/12B411 Safari/600.1.4,,,
17:33:19,http://franchise.smartfoxclub.ru/,Mozilla/5.0 (compatible; MSIE3.00; Windows 2008) (etc),Netscape 6.0,ptr.ruvds.com [ 195.133.144.24 ],,Mozilla/5.0 (compatible; MSIE3.00; Windows 2008),,,
17:36:26,,Linux,Mozilla 5.0,sp49-97-96-128.msc.spmode.ne.jp [ 49.97.96.128 ],,Mozilla/5.0 (Linux; Android 5.0.2; F-05F Build/V14R30A; wv) AppleWebKit/537.36 (KHTMLÅC like Gecko) Version/4.0 Chrome/55.0.2883.91 Mobile Safari/537.36,,,
17:36:28,,Linux,Mozilla 5.0,sp49-97-96-128.msc.spmode.ne.jp [ 49.97.96.128 ],,Mozilla/5.0 (Linux; Android 5.0.2; F-05F Build/V14R30A) AppleWebKit/537.36 (KHTMLÅC like Gecko) Version/4.0 Chrome/37.0.0.0 Mobile Safari/537.36,,,
17:37:28,https://www.lflash.ru/catalog/seriya-steklo-103/256022537.html,Mozilla/5.0 (compatible; MSIE4.00; Windows 2002) (etc),Netscape 6.0,5.200.52.103 [ 5.200.52.103 ],,Mozilla/5.0 (compatible; MSIE4.00; Windows 2002),,,
17:37:58,https://www.dveri-vdom.ru/category/eldorf-3d-novinka/,Mozilla/5.0 (compatible; MSIE3.00; Windows 2008) (etc),Netscape 6.0,5.200.52.93 [ 5.200.52.93 ],,Mozilla/5.0 (compatible; MSIE3.00; Windows 2008),,,
17:38:57,,Etc (robo),Inktomi (robo),b110137.yse.yahoo.net [ 68.180.228.239 ],,Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp),,,
17:44:05,,Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_2 like Mac OS X) AppleWebKit/601.1.46 (KHTMLÅC like Gecko) Version/9.0 Mobile/13A452 Safari/601.1 (etc),Netscape 6.0,KD182251248036.au-net.ne.jp [ 182.251.248.36 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_2 like Mac OS X) AppleWebKit/601.1.46 (KHTMLÅC like Gecko) Version/9.0 Mobile/13A452 Safari/601.1,,,
17:46:31,http://bsk1.sletat.ru/sanmar-poisk-turov-ot-sletat.ru-bijsk-2016-2017.html,Mozilla/6.0 (compatible; MSIE6.00; Windows 2008) (etc),Netscape 6.0,ptr.ruvds.com [ 195.133.48.121 ],,Mozilla/6.0 (compatible; MSIE6.00; Windows 2008),,,
17:49:11,http://in-sto.ru/stendy-shod-razvala/tv/7/74h/4xal/4xalst/,Mozilla/2.0 (compatible; MSIE6.00; Windows 2002) (etc),Netscape 2.0,ptr.ruvds.com [ 195.133.48.150 ],,Mozilla/2.0 (compatible; MSIE6.00; Windows 2002),,,
17:50:41,http://flyfishingshop.wiki.fc2.com/jump/http/www.ozzys.jp,Mozilla/5.0 (iPad; CPU OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTMLÅC like Gecko) Version/9.0 Mobile/13G36 Safari/601.1 (etc),Netscape 6.0,softbank126021168086.bbtec.net [ 126.21.168.86 ],,Mozilla/5.0 (iPad; CPU OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTMLÅC like Gecko) Version/9.0 Mobile/13G36 Safari/601.1,,,
17:57:08,,Hatena Antenna/0.5 (http://a.hatena.ne.jp/help) (etc),Hatena Antenna/0.5 (http://a.hatena.ne.jp/help) (etc),gw08.hatena.ne.jp [ 59.106.108.116 ],,Hatena Antenna/0.5 (http://a.hatena.ne.jp/help),,,
17:58:44,,Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_2 like Mac OS X) AppleWebKit/601.1.46 (KHTMLÅC like Gecko) Version/9.0 Mobile/13F69 Safari/601.1 (etc),Netscape 6.0,p76161-ipngn2101kokuryo.gunma.ocn.ne.jp [ 118.15.123.161 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_2 like Mac OS X) AppleWebKit/601.1.46 (KHTMLÅC like Gecko) Version/9.0 Mobile/13F69 Safari/601.1,,,
17:59:17,,Java/1.6.0_04 (etc),Java/1.6.0_04 (etc),212-83-140-88.rev.poneytelecom.eu [ 212.83.140.88 ],,Java/1.6.0_04,,,
18:02:51,,Windows NT ,Netscape 6.0,fd214-207.infoaomori.ne.jp [ 202.226.214.207 ],,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,,,
18:04:41,https://www.google.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_3 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A551 Safari/602.1 (etc),Netscape 6.0,KD182251246002.au-net.ne.jp [ 182.251.246.2 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_3 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A551 Safari/602.1,,,
18:05:48,,Windows NT ,MSIE 9.0,i121-116-158-169.s41.a010.ap.plala.or.jp [ 121.116.158.169 ],,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0),,,
18:08:09,http://breningroup.ru/antikollektor,Mozilla/4.0 (compatible; MSIE2.00; Windows 2005) (etc),Netscape 4.0,unspecified.mtw.ru [ 194.87.238.17 ],,Mozilla/4.0 (compatible; MSIE2.00; Windows 2005),,,
18:08:24,,Macintosh,Netscape 6.0,ad061197.dynamic.ppp.asahi-net.or.jp [ 180.235.61.197 ],,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/600.8.9 (KHTMLÅC like Gecko) Version/6.2.8 Safari/537.85.17,,,
18:08:31,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A456 Safari/602.1 (etc),Netscape 6.0,pw126255133154.9.panda-world.ne.jp [ 126.255.133.154 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A456 Safari/602.1,,,
18:09:59,,Windows NT ,Netscape 6.0,softbank060086213130.bbtec.net [ 60.86.213.130 ],,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
18:10:22,https://www.google.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTMLÅC like Gecko) Version/10.0 Mobile/14B100 Safari/602.1 (etc),Netscape 6.0,pw126255074000.9.panda-world.ne.jp [ 126.255.74.0 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTMLÅC like Gecko) Version/10.0 Mobile/14B100 Safari/602.1,,,
18:10:35,,Linux,Mozilla 5.0,google-proxy-66-249-82-88.google.com [ 66.249.82.88 ],1.1 Chrome-Compression-Proxy,Mozilla/5.0 (Linux; Android 4.2.2; 301F Build/V21R49A) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
18:11:46,,X11,Mozilla 5.0,google-proxy-66-102-6-213.google.com [ 66.102.6.213 ],,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/49.0.2623.75 Safari/537.36 Google Favicon,,,
18:14:27,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,59-128-73-185.users.sctv.jp [ 59.128.73.185 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
18:14:45,http://xn----8sbwhzjq7b3a.xn--p1ai/folgirovannye-shary/folgirovannyj-shar-aist,Mozilla/7.0 (compatible; MSIE5.00; Windows 2006) (etc),Netscape 7.0,ptr.5x00.com [ 193.124.131.168 ],,Mozilla/7.0 (compatible; MSIE5.00; Windows 2006),,,
18:16:09,,Windows NT ,Netscape 6.0,121.76.0.123.cc9.ne.jp [ 123.0.76.121 ],,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.87 Safari/537.36,,,
18:16:40,,Windows NT ,Netscape 6.0,i121-115-101-138.s05.a010.ap.plala.or.jp [ 121.115.101.138 ],,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,,,
18:21:47,,Windows NT ,Netscape 6.0,i121-115-101-138.s05.a010.ap.plala.or.jp [ 121.115.101.138 ],,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,,,
18:26:02,http://www.angle-japan.com/shop-gunma.htm,Windows NT ,Netscape 6.0,x080107.dynamic.ppp.asahi-net.or.jp [ 122.249.80.107 ],,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
18:26:29,,Windows NT ,Netscape 6.0,ntgnma041171.gnma.nt.ngn.ppp.infoweb.ne.jp [ 124.26.178.171 ],,Mozilla/5.0 (Windows NT 10.0; rv:50.0) Gecko/20100101 Firefox/50.0,,,
